Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
20	0	-7137.685	-7430.979	293.2941	0.1937027	0.007916246	0.00027776	0.00278461	0.000419591	0.00069464	0.00103988	0.000534761	0.000459505	0.000635378	0.00072315	0.000626725	0.000615672	0.000294852	0.000408005	0.000617593	0.000746673	0.00112513	0.000428291	0.00182057	0.000343644	0.00042148	0.000857295	0.000853645	0.00100007	0.000920634	0.000837288	0.000543739	0.000560002	0.000721478	0.00137692	0.000649698	0.00100524	0.000676685	0.00206676	0.00105065	0.000489139	0.00078169	0.00174166	0.00121791	0.000959755	0.000895232	0.000581941	0.000298097	0.000215568	0.000914257	0.000280141	0.00149456	0.000645924	0.000365053	0.00074391	0.00025971	0.000385713	0.000887045	0.00136885	0.00107121	0.0007147523	-0.0729074	0.191676	0.138843	0.138394	0.126187	0.211817	0.193083	0.141258	-7.243574	4.9543e-77	1.05409e-38	2.77496e-16	4	0.355981	0.153211	0.152696	0.338113	0.06835056	2.066669
21	1	-7171.851	-7433.353	261.5019	0.6307169	0.1066098	0.00125573	0.000796552	0.00458674	0.000347034	0.00151775	0.00086329	0.00131443	0.00207433	0.000803932	0.000833721	0.00242387	0.000692508	0.00104955	0.00108492	0.000655484	0.000252424	0.00058743	0.00124094	0.00267277	0.000481024	0.00100396	0.000760949	0.000790737	0.00143876	0.000855957	0.00118078	0.000294812	0.000580359	0.000607514	0.000204403	0.00039951	0.00195338	0.00152669	0.000857642	0.000350482	0.000730108	0.000406019	0.00103054	0.000810786	0.00246575	0.00108995	0.00117783	0.000817437	0.000413533	0.00225669	0.000984609	0.000791304	0.000450854	0.000868623	0.00382844	0.000171639	0.00134996	0.00298826	0.0006144	0.0008789323	-0.4077811	0.107382	0.153713	0.0889603	0.178688	0.244576	0.226681	0.5487009	-7.036803	1.24232e-06	0.00165497	0.111954	3.88639	0.354237	0.149537	0.15875	0.337475	0.1409198	3.893711
22	0	-7160.703	-7431.573	270.8704	0.3813567	0.005565831	0.000749993	0.00258302	0.000422733	0.000832857	0.00146898	0.0014017	0.00128321	0.000588917	0.00160004	0.00057232	0.00134031	0.000474414	0.000544014	0.000469193	0.00143417	0.00161588	0.00295734	0.00340546	0.000544681	0.000629588	0.000896515	0.00179347	0.000587035	0.000956889	0.000806227	0.000621285	0.00141876	0.000800951	0.000669118	0.00222505	0.000745718	0.00054024	0.000740623	0.000337889	0.00180944	0.0012574	0.00306363	0.00252157	0.000523584	0.00116545	0.00142426	0.000565597	0.000925857	0.000893311	0.000262042	0.00135627	0.00033632	0.00034483	0.00156365	0.00113279	0.000776626	0.000905133	0.000822694	0.00188901	0.001069866	-0.03400869	0.174796	0.202124	0.147403	0.121104	0.133771	0.220802	0.09007223	-6.840222	3.78593e-109	9.2164e-55	6.00565e-23	4	0.354111	0.151858	0.153698	0.340333	0.05606354	1.60661
23	1	-7144.843	-7432.112	287.2685	0.2508424	0.142861	0.00122116	0.000620661	0.00285484	0.000425985	0.000282141	0.000880607	0.000761113	0.00136994	0.000354337	0.000866864	0.00140622	0.000267581	0.000629502	0.000447431	0.00026696	0.000224283	0.00026972	0.000519835	0.000423227	0.000356659	0.0010421	0.000675689	0.000483492	0.00121997	0.00234561	0.000400789	0.000618425	0.000279604	0.000465674	0.000201614	0.000382433	0.000684747	0.00030248	0.000426488	0.000699994	0.000174648	0.000495762	0.000856069	0.000214748	0.000747982	0.00172592	0.000578784	0.000658921	0.000667484	0.00151656	0.000311529	0.000879178	0.00108401	0.00101096	0.00198104	0.000465802	0.000725957	0.00194472	0.000356996	0.0006003181	-0.6189809	0.164201	0.0730261	0.121478	0.280389	0.126487	0.234419	0.6716512	-7.418051	3.34822e-05	0.00855633	0.220201	3.77121	0.355346	0.146875	0.159247	0.338532	0.05267038	12.75197
24	0	-7174.187	-7430.781	256.5943	0.3908297	0.008556096	0.000805783	0.00508314	0.000668161	0.00127719	0.00132344	0.00095644	0.000826566	0.00123491	0.00139764	0.00122561	0.00191482	0.000237867	0.00142465	0.0021724	0.00122645	0.00147972	0.000900855	0.00294756	0.00342271	0.00147259	0.000634317	0.00482774	0.000949594	0.000637742	0.000678103	0.000988195	0.00125622	0.000907952	0.00160482	0.0021632	0.000611128	0.00108548	0.00235899	0.000430571	0.000496519	0.0013159	0.00598108	0.00247575	0.000318619	0.00171961	0.00110383	0.00115813	0.000926337	0.00271124	0.00055175	0.00121133	0.000963472	0.000937831	0.000679294	0.00098046	0.000780312	0.00176839	0.000528336	0.000497385	0.001233549	-0.2141778	0.206666	0.153994	0.0872497	0.176865	0.202387	0.172839	0.2311013	-6.69786	2.41244e-71	7.35511e-36	4.2022e-15	4	0.351241	0.150628	0.151023	0.347108	0.01692349	13.65566
25	1	-7147.504	-7436.434	288.9303	0.2625155	0.3069849	0.00247761	0.0007163	0.00307408	0.000347457	0.000537567	0.00132475	0.000473738	0.00181767	0.000271556	0.00149034	0.00110472	0.000613889	0.000500101	0.000786665	0.000487354	0.00137181	0.000215719	0.000859042	0.000808397	0.000472236	0.00108643	0.00065413	0.000812887	0.000884288	0.000512793	0.000629787	0.000236023	0.000618657	0.000324068	0.00128702	0.000314735	0.000462747	0.00067729	0.000909296	0.000414161	0.000284626	0.00064117	0.000175925	0.000878424	0.000128916	0.000779442	0.00105879	0.000722214	0.000316145	0.000832482	0.000828241	0.000521563	0.000980734	0.000584556	0.00042031	0.000389829	0.000312342	0.00255029	0.000268612	0.0006039506	-0.08893586	0.139393	0.143681	0.113412	0.158326	0.166634	0.278554	0.1424028	-7.412018	0.005879	0.109939	0.607349	3.27683	0.35287	0.146605	0.158954	0.341571	0.05346691	2.663381
26	0	-7154.975	-7439.854	284.8783	0.4853202	0.00857315	0.00026325	0.00431	0.000681996	0.000635305	0.000363426	0.00196768	0.00048935	0.000837788	0.00199236	0.00110901	0.00162018	0.000499012	0.000492391	0.00110875	0.000951402	0.000889185	0.00070116	0.000546634	0.000585564	0.000372465	0.00062129	0.000769443	0.00118084	0.000479028	0.000269722	0.000761184	0.000962074	0.000405231	0.000561935	0.000763387	0.000611173	0.00079872	0.00068392	0.000511297	0.000813424	0.000633987	0.00158681	0.00266886	0.000323463	0.00153854	0.00147122	0.000269513	0.00154382	0.00072444	0.00122595	0.00077066	0.000391757	0.00098356	0.000711586	0.000385458	0.00140747	0.00037944	0.00114369	0.000978742	0.0007278793	-0.2238349	0.154655	0.148043	0.12383	0.15882	0.245759	0.168893	0.2336628	-7.225375	3.32989e-71	8.64123e-36	4.49285e-15	4	0.364318	0.156236	0.145979	0.333468	0.009827905	23.77545
27	1	-7164.34	-7441.23	276.8901	0.2000278	0.5212592	0.00236867	0.00122613	0.00489876	0.000768255	0.00129628	0.00103133	0.000512636	0.00133282	0.0003304	0.000736392	0.00131987	0.000472401	0.00123148	0.000786176	0.000948718	0.000603829	0.000523867	0.000857124	0.000621435	0.000612079	0.000740313	0.000576025	0.000343335	0.00212344	0.000826621	0.00148813	0.000542667	0.000699623	0.00162608	0.000633509	0.000238594	0.00126526	0.000558487	0.00135218	0.00119839	0.000380804	0.000516148	0.000436127	0.000422829	0.000666971	0.00125079	0.000699194	0.000774318	0.00226858	0.000694382	0.000548245	0.000400572	0.0010901	0.000956042	0.000796589	0.00119067	0.000175635	0.00392615	0.000909077	0.0008651406	-0.1298494	0.387981	0.111349	0.0721218	0.119686	0.128116	0.180745	0.2124054	-7.052618	0.0373925	0.265568	0.835141	2.8619	0.346624	0.147346	0.157855	0.348176	0.08255598	2.572865
28	0	-7140.13	-7421.904	281.7741	0.2566656	0.008361032	0.000248933	0.00241956	0.000425088	0.000613189	0.000174367	0.00118909	0.000176219	0.000556155	0.00322795	0.00100306	0.0012394	0.000249405	0.00053439	0.000933589	0.00102391	0.00100825	0.000461083	0.000359181	0.000691264	0.000143531	0.000719766	0.000483182	0.00082185	0.000697029	0.000722106	0.000370506	0.000372804	0.000692438	0.000524218	0.00105951	0.000192677	0.000405499	0.00123197	0.000517533	0.000269283	0.000537118	0.00114154	0.00357888	0.000859891	0.000156631	0.000549697	0.00031252	0.00138275	0.0010315	0.000985716	0.000464893	0.00046588	0.000200129	0.000490951	0.000717461	0.0014863	0.000154597	0.000772967	0.000766896	0.000680507	-0.3640015	0.232016	0.190213	0.126612	0.17257	0.114865	0.163725	0.3860548	-7.292672	5.50577e-73	1.11116e-36	1.91786e-15	4	0.35057	0.156773	0.146829	0.345828	0.0220532	17.50561
29	1	-7149.605	-7431.685	282.0805	0.3736522	0.48062	0.000806454	0.00155041	0.00351278	0.00107705	0.000607812	0.000875805	0.000342827	0.00116327	0.00041962	0.000824323	0.00114488	0.000649452	0.000554241	0.000556493	0.000759258	0.000385594	0.000519591	0.000846023	0.000394442	0.000319558	0.000448135	0.00117801	0.000397739	0.00158828	0.000404096	0.0008617	0.000407885	0.00027432	0.000362893	0.000666595	0.000117172	0.000655811	0.000666861	0.00161965	0.000267277	0.000728809	0.00037832	0.000998924	0.000397294	0.00102278	0.00136531	0.000640282	0.00113231	0.000234724	0.00134484	0.000586181	0.00306362	0.00119956	0.000800918	0.00147398	0.00137648	0.000549632	0.00189939	0.000432904	0.0006529028	-0.3862351	0.191515	0.170348	0.130511	0.131429	0.162288	0.213909	0.4200392	-7.334082	0.0298544	0.239076	0.805638	2.92543	0.346624	0.147346	0.157855	0.348176	0.03380408	12.4257
30	0	-7146.879	-7427.716	280.837	0.07169409	0.00597743	0.000211339	0.00348825	0.000688004	0.000533331	0.000443128	0.00125884	0.000533225	0.00188146	0.000960549	0.00184981	0.00146963	0.000440329	0.000883456	0.000718036	0.002215	0.000445489	0.000379061	0.000548928	0.00079225	0.000440796	0.00071117	0.0010345	0.000362834	0.000619025	0.000909028	0.000388398	0.000541491	0.000964605	0.00158599	0.000276822	0.000865673	0.00045591	0.00139897	0.000505773	0.000818611	0.000579845	0.00203242	0.00321758	0.00151181	0.000498203	0.000805965	0.000975289	0.000730994	0.000759782	0.000893218	0.000290517	0.000876754	0.000821725	0.000292863	0.000475411	0.00111277	0.000820655	0.00112215	0.00117248	0.000843703	-0.006791774	0.118602	0.146628	0.0942381	0.0904314	0.368055	0.182045	0.1702628	-7.07771	1.06328e-101	4.88409e-51	2.10976e-21	4	0.351303	0.157101	0.145044	0.346552	0.163471	1.041547
31	1	-7136.464	-7425.661	289.1967	0.212417	0.815455	0.000495085	0.000922915	0.00461501	0.000461688	0.000421353	0.00144097	0.000377008	0.000840631	0.000530392	0.00112361	0.000913537	0.000675277	0.000600866	0.00036133	0.000944524	0.000346306	0.000362459	0.000805375	0.000428018	0.000155065	0.000241275	0.00102764	0.000591121	0.000605242	0.000554033	0.000392097	0.00154187	0.00070597	0.000470617	0.00132368	0.000162888	0.000493249	0.000606505	0.000421911	0.00038513	0.000648445	0.000361569	0.00107591	0.000249976	0.000980544	0.000862978	0.000475808	0.000889806	0.000620344	0.00138002	0.00113364	0.00182786	0.000532176	0.00051857	0.00252225	0.000389884	0.000325378	0.00192505	0.000469702	0.0006309714	-0.08549184	0.252091	0.216799	0.0864439	0.159409	0.105556	0.179701	0.1573068	-7.36825	0.0988429	0.413283	0.961147	2.52673	0.362692	0.147998	0.147524	0.341787	0.07181491	2.190447
32	0	-7138.057	-7428.674	290.6169	0.2689519	0.00395986	0.000259553	0.00233561	0.000431988	0.000511456	0.00046602	0.001114	0.000873483	0.000780754	0.000903565	0.000975936	0.000987778	0.000437387	0.00034565	0.00151012	0.000441379	0.000557807	0.000263158	0.000314116	0.000533874	0.000359161	0.000468373	0.00057632	0.000223667	0.000342724	0.000447877	0.000451657	0.000550366	0.000652817	0.00196694	0.000783001	0.000327569	0.000363632	0.000364108	0.000717503	0.000323761	0.00107315	0.00234144	0.00264752	0.000879525	0.00167226	0.000919995	0.00126019	0.000753125	0.000859862	0.000977775	0.00104468	0.000450699	0.000240671	0.00075094	0.000609528	0.000608255	0.000386191	0.000545599	0.00184458	0.0006614632	-0.1003682	0.126509	0.159652	0.0753342	0.12543	0.379814	0.133262	0.2121358	-7.321056	5.10848e-153	1.07074e-76	4.72971e-32	4	0.354418	0.149629	0.146329	0.349624	0.1117675	1.898009
33	1	-7148.742	-7435.856	287.1139	0.4725927	6.468661	0.00061728	0.000908443	0.00314893	0.00121298	0.000650157	0.00070783	0.000395089	0.000867256	0.000357862	0.00141669	0.00060367	0.00133146	0.000592219	0.000395217	0.000671691	0.000722017	0.000626542	0.000577769	0.000246171	0.000545346	0.00116624	0.00132799	0.000333831	0.000348426	0.000568858	0.000453794	0.000734998	0.000390565	0.00103747	0.000941435	0.00110927	0.000527118	0.00101479	0.000511084	0.000321684	0.000741882	0.00078851	0.000340379	0.000661851	0.00173774	0.00108369	0.000340336	0.00106963	0.000293302	0.00279263	0.000554764	0.00108211	0.000482536	0.000555606	0.00115805	0.000975864	0.00052475	0.0036418	0.000186352	0.0006805937	-0.211927	0.161279	0.241801	0.123306	0.241562	0.0975204	0.134532	0.26279	-7.292545	0.553599	0.832378	1.08019	1.53383	0.354378	0.145509	0.166161	0.333952	0.05086301	5.166623
34	0	-7157.191	-7435.63	278.4393	0.3163225	0.003708797	0.00064614	0.00356874	0.000580804	0.00124999	0.000906297	0.000776759	0.000425884	0.000870224	0.000557079	0.00107091	0.00116568	0.000535058	0.000580901	0.00189516	0.00129793	0.00154358	0.000675335	0.00121576	0.00118772	0.00040396	0.00100568	0.000835814	0.00125555	0.00125274	0.000857084	0.00143997	0.00108228	0.00138365	0.000530182	0.0011546	0.000478138	0.000820092	0.00078986	0.000621115	0.000523288	0.000695887	0.0023513	0.00252829	0.000579833	0.000436939	0.00157876	0.000451603	0.00114594	0.00167872	0.000251742	0.000556034	0.000675735	0.000590893	0.000507458	0.000730878	0.000822013	0.000530808	0.00160413	0.000836274	0.001012734	-0.1635375	0.158456	0.10338	0.0516432	0.0567693	0.34458	0.285171	0.4161821	-6.895102	2.60647e-163	7.64844e-82	3.45953e-34	4	0.362751	0.153147	0.14977	0.334332	0.2526446	1.647302
35	1	-7156.338	-7439.857	283.519	0.6781698	9.250868	0.00122554	0.000378157	0.0023723	0.0023688	0.000727536	0.00170463	0.000340616	0.000543902	0.000349159	0.000838978	0.000722505	0.000790755	0.000641673	0.000349713	0.00117492	0.0010401	0.000577441	0.000972386	0.00121326	0.000362502	0.000451743	0.000650819	0.000392047	0.000290237	0.00173294	0.00055108	0.000907824	0.000442413	0.000404806	0.000917563	0.000632441	0.00123752	0.000325485	0.000549494	0.00305257	0.00185838	0.00152889	0.000455005	0.000413953	0.000321052	0.00122236	0.00082794	0.00100655	0.000859204	0.00153041	0.00113808	0.000682169	0.00113332	0.00063282	0.000451568	0.000785395	0.00149949	0.00194297	0.000621806	0.0008831144	-0.03554721	0.163627	0.0950699	0.108083	0.236235	0.182468	0.214517	0.06729904	-7.032056	0.618417	0.864772	1.07389	1.44292	0.351453	0.144308	0.16479	0.339449	0.03175184	2.119532
36	0	-7147.019	-7430.864	283.8458	0.4241142	0.008993838	0.000795766	0.00304177	0.000373178	0.00119383	0.000657959	0.000474439	0.00149658	0.00116379	0.00107741	0.000701137	0.000971516	0.00149867	0.00116707	0.00164381	0.00038183	0.000503915	0.000922566	0.000550145	0.000815502	0.000301955	0.000500591	0.000395655	0.000645892	0.000544932	0.000783809	0.000631269	0.000775863	0.00168385	0.00048971	0.000630021	0.000385369	0.000491603	0.000404163	0.000772996	0.000750434	0.0011937	0.00147921	0.0028289	0.00105824	0.000565747	0.00112808	0.000743895	0.000238058	0.00158052	0.000271203	0.00143653	0.000982652	0.00039445	0.000760992	0.000489978	0.00110189	0.000649281	0.00119775	0.00313219	0.0007792021	-0.03400854	0.242178	0.185172	0.0575582	0.106368	0.123126	0.285598	0.1104657	-7.15724	6.41571e-68	3.79286e-34	2.15853e-14	4	0.363383	0.15167	0.150031	0.334916	0.07645717	1.444805
37	1	-7166.254	-7433.63	267.3759	0.3540424	4.498969	0.00053581	0.000613409	0.00243069	0.00143426	0.000370852	0.00355485	0.000614119	0.000752331	0.000178577	0.000586898	0.0018051	0.00123649	0.000705111	0.000321088	0.000437827	0.000502797	0.000756272	0.00157826	0.000720439	0.000443067	0.00087264	0.00107132	0.000969512	0.000253393	0.000845471	0.0012174	0.00203842	0.00139538	0.000673084	0.000591605	0.00187213	0.00142997	0.00137444	0.000713047	0.000473549	0.00165297	0.00112389	0.000311149	0.00124898	0.000541177	0.00116551	0.000252288	0.00102881	0.00125268	0.00195054	0.000376784	0.00249552	0.00301004	0.00137796	0.00279337	0.00106047	0.00170987	0.00128192	0.000617267	0.0008152821	-0.09259117	0.182293	0.0907253	0.149228	0.19046	0.148305	0.238989	0.09965772	-7.111976	0.479836	0.79087	1.08405	1.64525	0.347949	0.144009	0.165366	0.342676	0.007066543	14.10275
38	0	-7134.938	-7431.426	296.4881	0.4658035	0.00509832	0.000437311	0.00315009	0.000794629	0.00118397	0.000653544	0.000344521	0.00121711	0.000397649	0.000767293	0.000627005	0.000650247	0.00117407	0.000890883	0.000826999	0.000136854	0.000435898	0.000368272	0.000503965	0.000863677	0.00042722	0.000283027	0.000354581	0.000856967	0.000534896	0.000202352	0.000508685	0.000216669	0.00050873	0.00065467	0.00040793	0.000356887	0.00123847	0.000246088	0.000885655	0.00101177	0.000712063	0.000283376	0.00162544	0.00147184	0.000366164	0.000294183	0.000415265	0.000665698	0.00129645	0.000420396	0.00093007	0.000393018	0.000502004	0.00101276	0.000506103	0.000858387	0.000469917	0.00152704	0.0017084	0.0005878371	-0.03114876	0.178383	0.0993448	0.111158	0.134996	0.179475	0.296642	0.05051882	-7.439061	4.56078e-119	1.01161e-59	5.25027e-25	4	0.360007	0.15026	0.148637	0.341096	0.01937006	2.608087
39	1	-7150.052	-7428.719	278.6673	0.2920553	4.399732	0.00114519	0.000414764	0.00361695	0.000611673	0.000347648	0.00275063	0.000631683	0.000546239	0.000234506	0.000430281	0.000640888	0.00145082	0.000747514	0.000438498	0.000346075	0.000525964	0.000704527	0.00158423	0.000756254	0.000842022	0.00294274	0.000441282	0.000802796	0.000367435	0.000599195	0.000964269	0.000921993	0.000912804	0.000301584	0.000905204	0.00177932	0.000192502	0.000511985	0.000633389	0.000773245	0.00115791	0.00113911	0.0006738	0.00169123	0.000381877	0.0011108	0.000176213	0.000952857	0.00132679	0.00141698	0.000642854	0.00175883	0.00191371	0.000998599	0.00139649	0.000613465	0.00096821	0.0013982	0.000335357	0.0007535809	-0.1048064	0.140025	0.191401	0.0752728	0.207787	0.169132	0.216381	0.1107412	-7.190674	0.475059	0.787989	1.08415	1.6528	0.350931	0.145243	0.158214	0.345612	0.005934793	18.65965
40	0	-7148.273	-7429.289	281.0158	0.5389881	0.00559725	0.000545017	0.00418368	0.000892531	0.00163085	0.000511563	0.000711449	0.000459149	0.000462631	0.000779179	0.000389846	0.000640998	0.00073719	0.000904061	0.00100231	0.00018809	0.000910967	0.00126389	0.000665321	0.0010204	0.000519214	0.00108252	0.000902532	0.00116397	0.000581426	0.000295738	0.00072442	0.00020844	0.000429941	0.000632874	0.000964189	0.000229836	0.000577495	0.000855018	0.000214358	0.000551504	0.00215175	0.000788572	0.00180523	0.0027186	0.000433827	0.000257221	0.000289067	0.000685617	0.00215591	0.000477345	0.000572968	0.000326543	0.000313602	0.00434677	0.000354407	0.000627407	0.000462007	0.000626446	0.000852304	0.0006086682	-0.096734	0.193054	0.171399	0.0927496	0.171237	0.14726	0.224301	0.1079899	-7.404237	1.53237e-108	1.8542e-54	8.02715e-23	4	0.355486	0.160665	0.147035	0.336813	0.01125593	9.594046
41	1	-7146.034	-7438.704	292.6705	0.4226593	2.85432	0.00109704	0.000630527	0.00127543	0.000989872	0.000376723	0.00131992	0.000368382	0.000452445	0.000202208	0.000367741	0.000493401	0.00107994	0.000387814	0.000175411	0.00125004	0.0018986	0.000480994	0.00213927	0.000376247	0.000722532	0.000712839	0.00139792	0.000643178	0.000161535	0.00060767	0.00179682	0.00038104	0.000766678	0.000351998	0.000780611	0.000487704	0.000366644	0.00074113	0.00109423	0.00092298	0.002198	0.000869715	0.000857635	0.000307116	0.000352456	0.000999469	0.000309451	0.000938696	0.000408629	0.000619793	0.000451756	0.000700548	0.000419155	0.000423891	0.000440049	0.000590415	0.000519436	0.00227765	0.000882013	0.0006471269	-0.1036548	0.171613	0.333902	0.0587901	0.228972	0.106198	0.100524	0.1140503	-7.342968	0.377668	0.723129	1.0817	1.81751	0.355698	0.145461	0.150468	0.348374	0.01039548	10.97114
42	0	-7147.242	-7438.471	291.2291	0.366055	0.003414271	0.000212875	0.00347199	0.00047788	0.00088226	0.00102659	0.000456372	0.00104948	0.00107823	0.000299834	0.000465895	0.000500025	0.000736032	0.000939056	0.000299391	0.000408025	0.000947568	0.000748299	0.00110386	0.00244102	0.00110601	0.000474662	0.000370352	0.00157363	0.000731894	0.000274711	0.00107715	0.000502704	0.000528014	0.000355938	0.00105075	0.000597146	0.000339389	0.000526175	0.000641328	0.000469378	0.000851876	0.000395068	0.00285341	0.000492244	0.000337252	0.00112289	0.000362733	0.000411932	0.00147428	0.000223878	0.000625163	0.000793787	0.000392874	0.000373615	0.000628989	0.0002908	0.00112411	0.000398702	0.00140466	0.0006064271	-0.2255471	0.118184	0.241773	0.0770172	0.283724	0.104798	0.174504	0.2590802	-7.407926	2.58665e-177	7.6195e-89	4.2962e-37	4	0.354675	0.160299	0.148983	0.336044	0.03353305	7.726114
43	1	-7156.77	-7429.234	272.4633	0.2948456	7.073689	0.000645589	0.00102671	0.00342449	0.000758849	0.000490606	0.00198454	0.000320114	0.00120726	0.000368049	0.00130235	0.000943638	0.00100927	0.000680498	0.000277773	0.000919925	0.000738749	0.000577163	0.000476616	0.0012879	0.001019	0.00130378	0.000800823	0.000597162	0.000819573	0.000742684	0.000253781	0.00248759	0.000501677	0.000871028	0.00135753	0.00154892	0.000392318	0.000479826	0.000778992	0.00144311	0.00334458	0.00114712	0.000545167	0.0012453	0.000444617	0.00157196	0.00402138	0.0013775	0.000478221	0.00159362	0.000790857	0.00093245	0.00150085	0.00107263	0.0011997	0.000668574	0.00136149	0.0027251	0.00110404	0.0009247994	-0.03983066	0.172043	0.128664	0.105738	0.116414	0.176106	0.301034	0.09375977	-6.985934	0.570544	0.841188	1.07878	1.50949	0.346987	0.156462	0.149777	0.346774	0.05392911	1.738574
44	0	-7147.641	-7426.435	278.7948	0.6110912	0.003145979	0.000218792	0.00283437	0.00100071	0.00190332	0.000352452	0.000750381	0.000726531	0.000345845	0.000615986	0.000372884	0.000497111	0.000537861	0.000277276	0.00056634	0.000677281	0.000818215	0.000468924	0.00115356	0.00113849	0.0009307	0.000431438	0.000384328	0.00153073	0.00156729	0.00247519	0.0013264	0.000537041	0.000611914	0.000302702	0.000697347	0.000455674	0.000457445	0.000633359	0.000494488	0.000803791	0.00076073	0.000912006	0.0039153	0.000595976	0.000340927	0.000571939	0.000357491	0.00129288	0.000267484	0.000946518	0.000356967	0.000295419	0.000424271	0.000833655	0.00116966	0.00063086	0.000774749	0.00142036	0.00438932	0.0006757326	0.05939123	0.0742059	0.250316	0.0918133	0.192285	0.0848892	0.30649	0.1915971	-7.299713	2.36939e-192	2.30614e-96	3.25397e-40	4	0.345639	0.149482	0.15476	0.350119	0.2509884	0.7633706
45	1	-7176.415	-7445.701	269.2857	0.5124505	10.54022	0.00100787	0.001656	0.0034093	0.00089978	0.00115225	0.00188845	0.000565327	0.0010504	0.00104238	0.00190333	0.00129327	0.00081208	0.00214469	0.00138019	0.000853957	0.0019359	0.000940097	0.000440978	0.00111144	0.00129953	0.00197959	0.00125459	0.000777525	0.000928316	0.00035012	0.000599331	0.00220708	0.00194649	0.000613124	0.00160989	0.00127837	0.00134353	0.000905263	0.00146562	0.000859345	0.00160566	0.00107646	0.00155866	0.00130197	0.000874803	0.00229545	0.0015018	0.00134214	0.000798982	0.00251439	0.000774738	0.00152123	0.000666518	0.000964305	0.000698375	0.00330676	0.00112396	0.00387609	0.000908161	0.001211076	-0.1632958	0.149668	0.322408	0.0985691	0.0862562	0.188723	0.154376	0.1739573	-6.716246	0.640082	0.874851	1.07126	1.4138	0.352007	0.143352	0.152849	0.351792	0.01066143	16.31651
46	0	-7142.785	-7426.443	283.6581	0.2070027	0.0029021	0.000503639	0.00438708	0.000909403	0.000885745	0.000676386	0.00075287	0.000757519	0.000330429	0.000387715	0.000331502	0.000662437	0.00120199	0.000886999	0.00108871	0.00129671	0.00102151	0.000605442	0.00114096	0.000666766	0.00180337	0.000334826	0.000366131	0.001033	0.000982065	0.00180737	0.000499395	0.00032059	0.000658952	0.000887207	0.000900123	0.000961168	0.00101054	0.00204011	0.000781887	0.000476837	0.000597912	0.00157949	0.00242424	0.00246372	0.00114686	0.000541774	0.000822902	0.000610275	0.000448533	0.000448785	0.00072742	0.000435719	0.000765406	0.000368579	0.000899394	0.000481617	0.00134667	0.00178804	0.000923739	0.000773933	0.06355631	0.169584	0.12284	0.13916	0.169799	0.12797	0.270648	0.03145765	-7.164025	1.96065e-208	2.09787e-104	1.49645e-43	4	0.348844	0.156421	0.148926	0.345809	0.09501397	0.3310845
47	1	-7174.85	-7448.668	273.8181	0.3501749	12.18332	0.00115129	0.00159888	0.00186684	0.000636328	0.000542326	0.000743475	0.00029462	0.0015291	0.000817773	0.00369265	0.000655932	0.00111	0.000661498	0.00112375	0.00150408	0.00134032	0.000824687	0.000788292	0.00148511	0.000632051	0.00258192	0.000905684	0.00059049	0.00120633	0.000856094	0.000327198	0.00131954	0.00158357	0.000699974	0.00191129	0.00144172	0.00155939	0.00154913	0.00135658	0.000871969	0.00120406	0.000928222	0.00137738	0.00102391	0.00103612	0.000945275	0.000752703	0.000570529	0.00113175	0.00108503	0.00122705	0.00116292	0.00107877	0.000714709	0.00306466	0.000957649	0.00040402	0.00295202	0.000538856	0.0009762705	0.06994668	0.137546	0.302424	0.078591	0.049269	0.154783	0.277387	0.08999085	-6.931771	0.662918	0.8851	1.06824	1.38374	0.365115	0.14869	0.158541	0.327654	0.1599375	0.5626625
