Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3822	0	-3723.095	-3715.39	-7.7052	0.395941	0.1957354	0.489346	0.107111	0.310647	0.163963	0.455944	0.202831	0.167649	0.10088	0.174108	0.0865073	0.102358	0.521481	0.111303	0.127882	0.77148	0.0966572	0.897713	0.116137	0.1727393	0.06099	0.0136775	0.502177	0.002787	0.00812412	0.46386	0.00937516	0.01693497	-1.755972	0.000457004	0.031352	0.372436	3.59575	0.318453	0.300012	0.127956	0.25358	0.07792497	0.2173241
3823	1	-3717.72	-3713.275	-4.445683	0.5957659	0.2081925	0.164319	0.110177	0.440934	0.0608364	0.101545	0.107771	0.30019	0.568254	0.142717	0.275234	0.096186	0.0811843	0.0612562	0.579122	0.147064	0.274544	0.222018	0.0994047	0.2160508	0.1042161	0.00862183	0.54535	0.00437421	0.000680621	0.423501	0.017472	0.04606431	-1.532242	0.000697017	0.0386314	0.404699	3.55597	0.300338	0.30827	0.119644	0.271748	0.1502804	0.3065224
3824	0	-3725.247	-3712.07	-13.17672	0.3282267	0.1930834	0.364041	0.265868	0.520296	0.24617	0.927238	0.548193	0.278451	0.0674056	0.717164	0.0747132	0.119765	0.279121	0.246102	0.19323	0.21527	0.128103	0.148373	0.270773	0.2355943	-0.3682555	0.00924905	0.469561	0.00355646	0.0102951	0.494555	0.0127831	0.4696947	-1.445644	0.000414791	0.029883	0.365366	3.60434	0.292836	0.304435	0.133468	0.26926	0.1014392	4.630309
3825	1	-3707.742	-3708.788	1.045858	0.5279636	0.2014805	0.128829	0.249297	0.451709	0.0531173	0.183688	0.199301	0.202619	0.384037	0.205424	0.277723	0.0972678	0.137191	0.0851113	0.204405	0.203797	0.0969179	0.316397	0.348555	0.1637004	0.004871592	0.0113041	0.548765	0.00728444	0.00341401	0.426153	0.00307925	0.04672305	-1.809717	0.000558844	0.0346339	0.387511	3.5773	0.28667	0.308959	0.154098	0.250273	0.05159465	0.9055795
3826	0	-3730.78	-3720.022	-10.75846	0.3044906	0.2119201	0.320465	0.177939	0.581629	0.405856	0.716169	0.451969	0.446348	0.112943	0.735393	0.168939	0.0942484	0.151756	0.35416	0.198756	0.260457	0.222242	0.186132	0.295525	0.2551351	-0.05867414	0.00951104	0.555224	0.00474578	0.0141852	0.400516	0.0158186	0.2459314	-1.365962	0.000783248	0.0409228	0.414046	3.54425	0.278573	0.308252	0.116611	0.296564	0.1872573	1.313334
3827	1	-3713.453	-3711.838	-1.614966	0.5694553	0.1624334	0.0810317	0.226673	0.502363	0.035364	0.0909796	0.111997	0.206136	0.420144	0.132515	0.264311	0.124775	0.0583629	0.0842683	0.0853487	0.0479715	0.108315	0.54173	0.272558	0.1557503	0.02943855	0.0148224	0.533754	0.00748033	0.0012124	0.436569	0.00616231	0.04215067	-1.859501	0.000107485	0.0152883	0.278929	3.70568	0.311839	0.289617	0.128791	0.269753	0.07158922	0.5887852
3828	0	-3724.124	-3718.566	-5.558125	0.3196139	0.1667942	0.184209	0.202561	0.318829	0.160231	0.610748	0.365002	0.316321	0.360989	0.561755	0.10405	0.164342	0.109862	0.271713	0.211715	0.328823	0.353457	0.269583	0.398571	0.2820245	-0.002009528	0.0116493	0.58474	0.0045987	0.0110488	0.371304	0.0166595	0.1304389	-1.265761	0.00013427	0.0170761	0.291709	3.69108	0.300796	0.301146	0.122141	0.275917	0.1284293	1.015647
3829	1	-3707.252	-3709.632	2.380719	0.4629088	0.1969597	0.108276	0.135088	0.514276	0.0382965	0.182549	0.265013	0.190907	0.305623	0.161675	0.225759	0.0747135	0.221343	0.0568076	0.130068	0.0955188	0.206062	0.249189	0.24821	0.154955	0.02852554	0.0151265	0.544702	0.0102342	0.00299803	0.419655	0.00728383	0.02061805	-1.86462	0.000477493	0.0320401	0.375676	3.59181	0.28902	0.278866	0.129493	0.30262	0.04914359	0.4195471
3830	0	-3720.867	-3714.141	-6.72644	0.3717822	0.1734278	0.20255	0.115024	0.409779	0.277951	0.559865	0.340402	0.267346	0.0728145	0.17264	0.0777724	0.0670133	0.275424	0.110218	0.314655	0.483905	0.427224	0.32204	0.284683	0.2093443	-0.1761172	0.0122148	0.505308	0.00274774	0.0165419	0.444495	0.0186925	0.2125836	-1.563775	0.000184344	0.0199876	0.31087	3.66896	0.313732	0.28969	0.128297	0.268281	0.03646638	5.829577
3831	1	-3710.205	-3713.51	3.305541	0.6897501	0.1989847	0.130586	0.142947	0.429359	0.0632484	0.0937616	0.0876935	0.132618	0.345128	0.111781	0.179831	0.151793	0.0698329	0.05464	0.192397	0.101242	0.210604	0.170256	0.307217	0.1044281	0.2062682	0.0149134	0.537029	0.0127989	0.0152066	0.413744	0.00630837	0.0006014194	-2.259256	0.00051281	0.0331918	0.381003	3.58529	0.302999	0.285752	0.152085	0.259164	0.2068696	0.002907239
3832	0	-3713.667	-3710.42	-3.247173	0.3395476	0.1779941	0.121029	0.143527	0.528581	0.250509	0.519108	0.307306	0.154634	0.0636558	0.133388	0.0885528	0.0727246	0.220431	0.322662	0.218844	0.123512	0.319973	0.258829	0.200801	0.1480376	-0.09672171	0.0097405	0.51975	0.00204127	0.00547478	0.448548	0.0144456	0.1848991	-1.910289	0.000226155	0.0221222	0.323846	3.65381	0.281673	0.3183	0.136488	0.26354	0.08817735	2.0969
3833	1	-3710.227	-3713.261	3.034185	0.6225017	0.2250379	0.11694	0.105312	0.332565	0.0647979	0.0740156	0.0887505	0.08819	0.176911	0.0912509	0.153118	0.0380099	0.156077	0.0625654	0.310164	0.0783543	0.423442	0.272859	0.174692	0.1270958	-0.1017785	0.0120059	0.488902	0.0149354	0.00942418	0.468728	0.00600422	0.2304867	-2.062814	0.00114494	0.0493528	0.44581	3.50369	0.300398	0.314155	0.131646	0.2538	0.1287082	1.79077
3834	0	-3709.858	-3709.574	-0.2842044	0.4068506	0.1703802	0.170608	0.198446	0.552199	0.227216	0.516964	0.259603	0.149274	0.185959	0.202737	0.0750465	0.104144	0.109324	0.189705	0.350781	0.0549098	0.233799	0.233611	0.193692	0.2223152	-0.01065725	0.0116998	0.468658	0.00273002	0.011733	0.494326	0.0108536	0.02831515	-1.503659	0.000159854	0.0186216	0.302111	3.67911	0.297931	0.310378	0.122491	0.269201	0.0176579	1.60354
3835	1	-3709.983	-3714.299	4.316347	0.6959083	0.2071517	0.163328	0.112305	0.438856	0.062971	0.0580578	0.0801612	0.120242	0.192356	0.137379	0.181283	0.0583698	0.206171	0.0573458	0.0783685	0.0598057	0.113583	0.462689	0.313406	0.1268869	-0.0971041	0.00869536	0.495991	0.0158989	0.010703	0.461892	0.00681895	0.1255109	-2.064459	0.000674176	0.0380005	0.402064	3.55926	0.299278	0.295702	0.133375	0.271646	0.0284068	4.418339
3836	0	-3710.534	-3708.242	-2.292139	0.4179509	0.1689322	0.271925	0.215054	0.546768	0.242297	0.467523	0.281763	0.143487	0.244794	0.360211	0.11332	0.102778	0.242828	0.307293	0.167344	0.356066	0.357303	0.329865	0.17795	0.2194794	0.09565284	0.0114859	0.504151	0.00754039	0.00627456	0.463267	0.0072811	0.01518761	-1.516497	0.000149117	0.0179894	0.297923	3.68394	0.288476	0.318557	0.126531	0.266436	0.1108405	0.1370223
3837	1	-3711.31	-3711.644	0.3342925	0.4682002	0.2006807	0.122547	0.200083	0.504586	0.0414112	0.164002	0.123824	0.117838	0.373439	0.174779	0.15722	0.192729	0.251637	0.0867168	0.241777	0.10189	0.137257	0.430039	0.192763	0.1983409	0.02412717	0.00991763	0.496751	0.00818201	0.00860672	0.4626	0.0139422	0.07615543	-1.617768	0.000543786	0.0341691	0.385432	3.57985	0.291168	0.305788	0.141246	0.261798	0.1002826	0.7594082
3838	0	-3721.165	-3720.016	-1.14866	0.3945028	0.1777406	0.237652	0.135072	0.592238	0.31626	0.35979	0.180315	0.216476	0.237275	0.126718	0.187753	0.138676	0.214093	0.191551	0.475629	0.174589	0.560254	0.103667	0.156696	0.2222398	0.1142005	0.00929007	0.543129	0.00588439	0.00464442	0.424992	0.0120601	0.001839593	-1.503998	0.000223664	0.0220009	0.32313	3.65464	0.306085	0.312228	0.125447	0.25624	0.1160401	0.01585308
3839	1	-3717.647	-3717.019	-0.6282825	0.3972843	0.1934153	0.215119	0.0970841	0.521847	0.0694828	0.145139	0.131017	0.257871	0.43014	0.199953	0.400134	0.296514	0.164032	0.0994547	0.205781	0.0981026	0.113051	0.343965	0.1528	0.1475381	-0.125848	0.0191006	0.429876	0.00836313	0.00612791	0.532734	0.00379823	0.1294212	-1.913669	0.000419914	0.0300652	0.366255	3.60326	0.307861	0.296333	0.142556	0.25325	0.003573174	36.22023
3840	0	-3713.366	-3716.904	3.538305	0.3432484	0.2096514	0.330761	0.109039	0.248139	0.169116	0.387521	0.186872	0.184429	0.10765	0.296324	0.115759	0.123708	0.0824926	0.179648	0.336157	0.215214	0.204641	0.173053	0.328263	0.1721831	0.07113731	0.0116229	0.472667	0.0119742	0.00134605	0.496249	0.00614038	0.009367399	-1.759197	0.000729934	0.0395223	0.408374	3.55137	0.297964	0.303381	0.140685	0.25797	0.08050471	0.1163584
3841	1	-3710.336	-3710.003	-0.3331897	0.4893477	0.167785	0.181163	0.197999	0.530903	0.0939909	0.0505334	0.106349	0.3279	0.473621	0.130942	0.311079	0.141396	0.104215	0.094837	0.0584952	0.08676	0.197948	0.336283	0.183664	0.1767527	0.1146468	0.0159437	0.504871	0.00690201	0.00431127	0.461461	0.00651087	0.01455154	-1.733004	0.000141004	0.0174963	0.294593	3.68777	0.306641	0.322654	0.124347	0.246358	0.1291983	0.1126295
3842	0	-3710.366	-3711.627	1.26154	0.3349599	0.2141171	0.166398	0.200474	0.39913	0.306803	0.335748	0.319877	0.189856	0.138527	0.11652	0.15141	0.130529	0.162826	0.214655	0.426403	0.350608	0.132152	0.119216	0.226306	0.2121195	-0.1282996	0.0126439	0.511202	0.00991257	0.000656414	0.45533	0.0102547	0.1690401	-1.550606	0.000837389	0.0422959	0.419489	3.53738	0.292622	0.311904	0.128994	0.266481	0.04074043	4.149197
3843	1	-3720.758	-3716.917	-3.841612	0.3826389	0.1969356	0.309676	0.578677	0.504287	0.126585	0.159348	0.108619	0.183252	0.453186	0.181012	0.443531	0.243606	0.247685	0.142755	0.0639457	0.21277	0.135905	0.243017	0.200123	0.1983621	0.2593109	0.00535899	0.578823	0.00700836	0.0105298	0.394502	0.00377776	0.01882806	-1.617661	0.000477085	0.0320266	0.375613	3.59188	0.302374	0.282043	0.136286	0.279297	0.278139	0.06769297
3844	0	-3716.051	-3714.777	-1.27428	0.3426364	0.1798946	0.205082	0.153657	0.308308	0.225659	0.317412	0.264778	0.197073	0.135446	0.113561	0.10275	0.151896	0.154767	0.189303	0.313449	0.0350638	0.149923	0.143103	0.242412	0.1957288	-0.2289783	0.0199901	0.527168	0.00972389	0.00493478	0.431101	0.00708184	0.4190105	-1.631025	0.000245484	0.0230409	0.329193	3.64752	0.281238	0.303883	0.148312	0.266567	0.1900322	2.204945
3845	1	-3717.54	-3711.423	-6.117236	0.3859621	0.1972224	0.321414	0.507154	0.442132	0.129055	0.278888	0.243618	0.187095	0.402057	0.182577	0.327759	0.221869	0.275589	0.116042	0.0861061	0.194849	0.141856	0.425136	0.442231	0.2508941	0.07838844	0.0175194	0.571155	0.00691551	0.0103903	0.392587	0.00143276	0.1919968	-1.382724	0.000481974	0.0321886	0.37637	3.59096	0.265759	0.318397	0.138073	0.277771	0.2703853	0.7100861
3846	0	-3711.521	-3708.993	-2.528026	0.2925168	0.1781905	0.311366	0.239434	0.57898	0.332802	0.470678	0.364017	0.198075	0.170723	0.308467	0.149411	0.159043	0.34556	0.292742	0.260202	0.286776	0.191017	0.235455	0.213612	0.2427951	0.1612309	0.0110829	0.536869	0.0032129	0.00308508	0.439034	0.00671565	0.0370723	-1.415537	0.000228098	0.0222163	0.3244	3.65316	0.315472	0.285681	0.133863	0.264984	0.1983032	0.1869476
3847	1	-3713.83	-3711.119	-2.710795	0.3897094	0.1631855	0.186966	0.250486	0.569254	0.087424	0.21551	0.271706	0.20798	0.433886	0.143697	0.369387	0.128442	0.132693	0.0845167	0.282262	0.0786286	0.276789	0.102749	0.534959	0.1669723	0.04232379	0.00682362	0.494971	0.0106223	0.0116533	0.475359	0.000570203	0.02921526	-1.789927	0.000111785	0.0155894	0.281143	3.70316	0.336963	0.283234	0.118477	0.261326	0.07153906	0.408382
3848	0	-3712.958	-3706.261	-6.697235	0.2843013	0.1872331	0.271979	0.1665	0.465378	0.279564	0.340994	0.336523	0.224949	0.0868353	0.124207	0.15142	0.171283	0.16793	0.276919	0.623448	0.438488	0.308942	0.146124	0.329936	0.1926689	0.180914	0.0139281	0.50292	0.00442665	0.00734665	0.465139	0.00623921	0.1430988	-1.646782	0.000331704	0.0267502	0.349525	3.62339	0.293466	0.304147	0.132995	0.269393	0.3240127	0.4416455
3849	1	-3710.3	-3708.256	-2.044165	0.4685311	0.2247605	0.144019	0.133808	0.351689	0.0569652	0.178356	0.15658	0.300407	0.529097	0.176125	0.298712	0.039193	0.132538	0.0919742	0.033886	0.0940021	0.239946	0.22531	0.322194	0.15141	0.1403941	0.012972	0.539687	0.0152092	0.00197999	0.429307	0.000845215	0.02013328	-1.887764	0.00113631	0.049169	0.445156	3.50454	0.292226	0.300547	0.135562	0.271665	0.1605274	0.1254196
3850	0	-3722.656	-3716.854	-5.801457	0.2754064	0.1795771	0.355271	0.310445	0.372581	0.200917	0.532227	0.404639	0.174094	0.271413	0.352021	0.196162	0.215222	0.222782	0.299436	0.286941	0.592024	0.175197	0.292005	0.252699	0.2429026	0.3131007	0.0137665	0.497086	0.000496875	0.00511289	0.459743	0.0237948	0.05839235	-1.415095	0.000242173	0.0228862	0.328302	3.64857	0.293462	0.302014	0.133625	0.270899	0.371493	0.1571829
3851	1	-3707.154	-3707.388	0.2342115	0.4083179	0.2158399	0.343559	0.419154	0.407276	0.06784	0.209785	0.332212	0.200224	0.396395	0.180364	0.280105	0.200891	0.143203	0.134031	0.285043	0.277777	0.21443	0.102205	0.176142	0.2093228	-0.00845021	0.00981807	0.514704	0.0163143	0.00562095	0.448297	0.00524583	0.03419126	-1.563878	0.000881606	0.043384	0.423722	3.53201	0.292457	0.313688	0.132751	0.261105	0.02574105	1.328278
3852	0	-3730.386	-3719.155	-11.23074	0.2928881	0.2214817	0.299745	0.0997824	0.407546	0.224957	0.851317	0.280056	0.20968	0.101953	0.201708	0.172957	0.297657	0.633345	0.0955589	0.386213	0.187746	0.100242	0.352078	0.215561	0.2139941	0.6326536	0.0142281	0.460857	0.00357383	0.00403204	0.487849	0.0294602	0.06686971	-1.541807	0.00103757	0.0470143	0.437372	3.51458	0.303118	0.2963	0.137956	0.262626	0.6995233	0.09559326
3853	1	-3710.144	-3710.202	0.05746236	0.3532093	0.213839	0.128846	0.178352	0.515118	0.072912	0.331833	0.304145	0.241869	0.382163	0.202832	0.208644	0.301977	0.123857	0.142142	0.376012	0.177027	0.187933	0.292714	0.155873	0.1948839	0.06354828	0.00913185	0.463535	0.00760411	0.0109817	0.505889	0.0028585	0.0276215	-1.635351	0.000830396	0.0421212	0.418802	3.53825	0.286444	0.324201	0.133751	0.255604	0.09116978	0.3029678
3854	0	-3714.036	-3714.697	0.6614521	0.2880526	0.1843581	0.270967	0.275928	0.45018	0.226641	0.465371	0.426066	0.285809	0.188805	0.306742	0.141203	0.152615	0.17811	0.123583	0.281579	0.149122	0.121474	0.248703	0.283613	0.2439888	0.01437217	0.015018	0.487697	0.00704895	0.00254337	0.45764	0.0300526	0.003634553	-1.410633	0.000295651	0.025267	0.34162	3.63282	0.295993	0.29919	0.138083	0.266735	0.01800672	0.2018442
3855	1	-3713.6	-3712.233	-1.366303	0.3983945	0.1693842	0.116567	0.484938	0.451242	0.116693	0.0439613	0.0616419	0.137692	0.457072	0.156192	0.226697	0.104599	0.333665	0.119285	0.166108	0.212619	0.125251	0.114801	0.462703	0.1539879	0.04515705	0.00891955	0.520729	0.00994548	0.00503455	0.447524	0.00784653	0.01163021	-1.870881	0.000152408	0.0181856	0.299232	3.68243	0.292032	0.324998	0.127574	0.255395	0.05678726	0.2048031
3856	0	-3729.363	-3719.205	-10.15814	0.3434351	0.2507631	0.42935	0.261041	0.526525	0.315993	0.609768	0.844305	0.245893	0.167269	0.197321	0.115497	0.129899	0.15575	0.207221	0.271277	0.272622	0.251365	0.242742	0.351959	0.3898416	0.03587216	0.0149386	0.474545	0.00347854	0.00226819	0.487639	0.0171308	0.04702718	-0.9420147	0.00214751	0.0672416	0.503092	3.42752	0.294114	0.299883	0.137709	0.268295	0.08289935	0.5672805
3857	1	-3718.929	-3716.894	-2.034593	0.3428442	0.2153126	0.348644	0.223517	0.235925	0.124097	0.0747722	0.130875	0.147994	0.376059	0.217951	0.168527	0.151009	0.396162	0.284571	0.379877	0.197018	0.253673	0.250741	0.218714	0.2692901	-0.02801775	0.0117565	0.558371	0.00418441	0.00490996	0.412897	0.00788101	0.1521646	-1.311966	0.000867908	0.04305	0.42243	3.53365	0.306351	0.297973	0.129797	0.265879	0.1241468	1.225682
3858	0	-3715.712	-3712.984	-2.728312	0.2714784	0.1901767	0.244572	0.243633	0.45814	0.335077	0.642968	0.254939	0.222983	0.121963	0.203704	0.169539	0.18373	0.612948	0.292927	0.37687	0.141104	0.24261	0.188166	0.137874	0.2649051	0.01089523	0.0139175	0.444379	0.00107057	0.00504687	0.527041	0.00854577	0.04305374	-1.328384	0.00037183	0.0283075	0.357537	3.61378	0.288408	0.300347	0.142534	0.26871	0.05394896	0.7980457
3859	1	-3707.439	-3705.728	-1.710854	0.4361346	0.2051821	0.123559	0.184116	0.468135	0.0629565	0.323072	0.420715	0.153809	0.276054	0.164737	0.27408	0.160595	0.140424	0.0741337	0.403298	0.265493	0.128738	0.193687	0.278314	0.2236333	0.1507774	0.0119812	0.560044	0.00699935	0.00420854	0.414135	0.00263225	0.03468766	-1.497747	0.000632392	0.0368175	0.397047	3.5655	0.307668	0.299668	0.12804	0.264624	0.1854651	0.1870306
3860	0	-3710.776	-3711.345	0.5686288	0.3060855	0.2187351	0.124254	0.106937	0.383087	0.289358	0.338748	0.219201	0.202875	0.150282	0.181353	0.158947	0.149556	0.0861543	0.0973937	0.512256	0.0323144	0.249085	0.243193	0.128092	0.1905544	-0.02727554	0.0188603	0.517435	0.00386063	0.00547964	0.444165	0.0101989	0.04502294	-1.657818	0.00095948	0.0452344	0.430767	3.52304	0.301419	0.286224	0.146058	0.266298	0.0177474	2.536875
3861	1	-3711.789	-3710.737	-1.052584	0.3269054	0.1814395	0.124308	0.210829	0.558096	0.101071	0.080664	0.0887423	0.183948	0.372032	0.19137	0.257907	0.492425	0.108457	0.165218	0.214989	0.060686	0.0582008	0.145262	0.281879	0.1548944	0.0751829	0.00722364	0.542461	0.0161232	0.00523278	0.42034	0.0086185	0.09275012	-1.865011	0.000262075	0.0238007	0.333515	3.64242	0.299703	0.297658	0.127451	0.275188	0.167933	0.5523042
3862	0	-3712.887	-3709.159	-3.727113	0.3007057	0.1777544	0.177687	0.169537	0.341885	0.251127	0.324832	0.26373	0.241082	0.394533	0.511182	0.184665	0.146758	0.212335	0.370679	0.292726	0.212248	0.594767	0.328759	0.399891	0.2440152	-0.1597181	0.0118408	0.517358	0.00902868	0.0015313	0.447207	0.0130345	0.1741042	-1.410525	0.000223799	0.0220075	0.323169	3.6546	0.294113	0.311476	0.133444	0.260967	0.01438611	12.10225
3863	1	-3710.267	-3717.385	7.118175	0.591605	0.1924097	0.147258	0.253967	0.393475	0.0553277	0.0555765	0.0718589	0.141019	0.230281	0.110376	0.156598	0.0745631	0.140075	0.0834891	0.036323	0.0827234	0.108177	0.209062	0.259888	0.1281119	0.04927863	0.0100238	0.530217	0.0161464	0.00651209	0.429266	0.00783457	0.04186439	-2.054852	0.000404531	0.0295146	0.363559	3.60652	0.321553	0.290113	0.126037	0.262297	0.09114302	0.4593264
3864	0	-3715.471	-3714.033	-1.438189	0.3106534	0.1712341	0.184842	0.17792	0.432252	0.24705	0.443462	0.332459	0.255422	0.108582	0.124343	0.152648	0.185621	0.391725	0.50165	0.158698	0.159208	0.229959	0.101143	0.131551	0.214958	0.170868	0.0121593	0.491261	0.0094319	0.000915957	0.468136	0.0180965	0.05752921	-1.537313	0.000166453	0.0189996	0.304573	3.67626	0.283916	0.293132	0.13328	0.289672	0.2283972	0.2518823
3865	1	-3716.927	-3715.28	-1.647458	0.4314427	0.2209142	0.0904516	0.194081	0.385207	0.0710186	0.104743	0.138345	0.271079	0.398376	0.162357	0.298435	0.0782951	0.389455	0.0934163	0.233692	0.16904	0.404413	0.340238	0.176808	0.1807776	0.1861375	0.00702576	0.636634	0.0120396	0.0110789	0.320083	0.0131383	0.03654991	-1.710488	0.0010211	0.0466447	0.436014	3.51632	0.311584	0.283823	0.116708	0.287885	0.2226874	0.164131
3866	0	-3712.441	-3712.679	0.2388682	0.3615376	0.1944018	0.144441	0.155601	0.446916	0.288274	0.310503	0.558522	0.249106	0.0668268	0.111739	0.131353	0.14132	0.16461	0.164193	0.153238	0.118019	0.256379	0.0789269	0.207909	0.172412	0.07451463	0.0140283	0.523208	0.00863025	0.00176783	0.437627	0.0147383	0.1272088	-1.757868	0.00043541	0.0306096	0.36889	3.60007	0.291938	0.313571	0.127021	0.26747	0.2017234	0.63061
3867	1	-3710.205	-3711.502	1.297601	0.3841762	0.2107299	0.176113	0.189703	0.363912	0.0713761	0.109318	0.129765	0.31626	0.406444	0.264183	0.294817	0.145151	0.435405	0.118856	0.184273	0.100033	0.202847	0.369171	0.157098	0.1887172	-0.04422122	0.0127937	0.564405	0.00622741	0.00607324	0.399292	0.0112085	0.05778476	-1.667506	0.000754953	0.0401858	0.411077	3.54798	0.318266	0.296723	0.110962	0.274049	0.01356354	4.2603
3868	0	-3720.884	-3713.55	-7.333674	0.4907615	0.1910545	0.501325	0.271788	0.536738	0.275018	0.505179	0.616562	0.150333	0.261661	0.637836	0.0854838	0.101369	0.231863	0.253433	0.124118	0.21527	0.180404	0.27068	0.148027	0.2654794	-0.1402743	0.0111615	0.49079	0.00635041	0.00114851	0.489501	0.00104857	0.1728143	-1.326218	0.000384447	0.0287794	0.35991	3.61093	0.292508	0.319588	0.11522	0.272684	0.03253994	5.310836
3869	1	-3712.368	-3714.059	1.690532	0.4303941	0.1992226	0.155592	0.259656	0.302589	0.0874265	0.0736977	0.39088	0.260659	0.397709	0.133565	0.352217	0.157869	0.0881582	0.102232	0.127262	0.137032	0.21302	0.169817	0.159602	0.2106261	0.1073723	0.0193634	0.54343	0.00112893	0.0042159	0.421958	0.00990322	0.02987058	-1.557671	0.000517077	0.0333282	0.381626	3.58453	0.311549	0.317914	0.118886	0.251651	0.1372429	0.2176476
3870	0	-3715.39	-3710.123	-5.266881	0.5201854	0.2014878	0.317474	0.359973	0.308583	0.166056	0.246466	0.179223	0.125764	0.334674	0.51414	0.0713352	0.0365096	0.105687	0.114616	0.231871	0.173498	0.146034	0.702665	0.203733	0.1735316	0.08649274	0.0134444	0.577904	0.0131972	0.00494479	0.389663	0.000846432	0.05931863	-1.751395	0.000558983	0.0346382	0.38753	3.57727	0.292073	0.301393	0.111114	0.29542	0.1458114	0.4068176
3871	1	-3714.784	-3710.344	-4.440295	0.4351864	0.152109	0.279559	0.334314	0.545391	0.0922867	0.141431	0.311206	0.201863	0.4657	0.118192	0.264529	0.495191	0.164236	0.0866065	0.0827103	0.250822	0.0750473	0.248256	0.254968	0.1780843	0.1317457	0.011198	0.513156	0.00127021	0.00840172	0.455667	0.0103071	0.06228948	-1.725498	6.03159e-05	0.0114697	0.248178	3.74029	0.304089	0.308403	0.142592	0.244916	0.1940352	0.3210216
3872	0	-3711.58	-3710.849	-0.7309365	0.5481106	0.2034485	0.0950737	0.144407	0.499318	0.170619	0.273795	0.227019	0.134401	0.043945	0.121647	0.0748525	0.0806139	0.195443	0.151543	0.175962	0.116533	1.0009	0.0877547	0.206497	0.1526996	0.004982145	0.0126943	0.600664	0.007416	0.00702698	0.367923	0.00427534	0.06955873	-1.879283	0.000597149	0.0357883	0.392598	3.57102	0.283126	0.310104	0.114325	0.292444	0.07454088	0.9331622
3873	1	-3705.126	-3708.065	2.939077	0.4252108	0.2042811	0.333869	0.190296	0.502713	0.0809405	0.0521675	0.138233	0.266218	0.369253	0.147646	0.247565	0.170584	0.154202	0.146853	0.0966328	0.126714	0.107145	0.141987	0.241572	0.1609323	-0.04106545	0.0111388	0.510443	0.00808418	0.00713554	0.453258	0.00993958	0.09149418	-1.826772	0.000613897	0.0362812	0.394738	3.56837	0.313276	0.300042	0.133202	0.25348	0.05042873	1.814326
3874	0	-3716.037	-3712.215	-3.822665	0.443922	0.1694947	0.55408	0.295453	0.459803	0.186359	0.230685	0.168081	0.148496	0.0590915	0.0840432	0.120721	0.102247	0.18178	0.387099	0.411111	0.130647	0.128149	0.137808	0.415881	0.1559916	0.03201056	0.0115045	0.536384	0.00830315	0.00942728	0.429676	0.00470417	0.100507	-1.857953	0.000153221	0.0182338	0.299552	3.68206	0.299362	0.323035	0.129446	0.248157	0.1325176	0.7584429
3875	1	-3710.14	-3711.923	1.783551	0.4626348	0.2129895	0.0951814	0.0988944	0.396367	0.101398	0.150639	0.101213	0.243745	0.249384	0.143861	0.207218	0.120799	0.168441	0.124433	0.258674	0.169154	0.11366	0.256795	0.310628	0.1461737	0.2666442	0.00957896	0.542838	0.0111151	0.00969715	0.421575	0.00519628	0.1408785	-1.92296	0.000809288	0.0415891	0.416701	3.5409	0.290197	0.307215	0.134522	0.268066	0.4075227	0.3456949
3876	0	-3719.289	-3718.825	-0.4639498	0.3624115	0.2367462	0.294807	0.201338	0.330949	0.139205	0.332829	0.192636	0.259928	0.270389	0.452164	0.061066	0.146724	0.0935365	0.3595	0.356781	0.208376	0.205217	0.262136	0.197107	0.2003994	-0.00745417	0.013647	0.482589	0.0104763	0.010538	0.480302	0.0024483	0.05861624	-1.607443	0.00155054	0.0572995	0.472689	3.46846	0.285147	0.302562	0.142865	0.269426	0.05116207	1.145697
3877	1	-3710.94	-3706.934	-4.006125	0.367386	0.1874671	0.227305	0.212717	0.636427	0.107269	0.111004	0.294996	0.314484	0.403547	0.264913	0.247907	0.269576	0.32582	0.125446	0.182187	0.309314	0.115519	0.17181	0.377773	0.2495905	0.03901782	0.00983701	0.502911	0.0121047	0.00250571	0.459108	0.0135337	0.1603652	-1.387934	0.000334773	0.0268725	0.350165	3.62263	0.294126	0.307875	0.130363	0.267636	0.199383	0.8043072
3878	0	-3701.738	-3707.801	6.062466	0.487121	0.2070883	0.297191	0.121669	0.366987	0.148693	0.295448	0.213812	0.159086	0.109781	0.0969597	0.062065	0.0569982	0.0781118	0.164836	0.178302	0.156684	0.152388	0.140748	0.270126	0.1216321	0.0265959	0.0143366	0.4871	0.0103087	0.0136949	0.470914	0.00364596	0.0100605	-2.106754	0.000672801	0.0379622	0.401903	3.55946	0.294183	0.315327	0.131776	0.258714	0.0366564	0.2744541
